,neg,neu,pos,compound
4432,0.0,1.0,0.0,0.0
4433,0.0,0.587,0.413,0.9201
4434,0.0,1.0,0.0,0.0
4435,0.0,0.8,0.2,0.5023
4436,0.0,0.508,0.492,0.4404
4437,0.088,0.73,0.182,0.3182
4438,0.147,0.711,0.142,-0.0258
4439,0.0,0.0,1.0,0.4019
4440,0.0,1.0,0.0,0.0
4441,0.0,0.68,0.32,0.5719
4442,0.0,0.633,0.367,0.4404
4443,0.0,0.917,0.083,0.4019
4444,0.156,0.688,0.156,0.0
4445,0.0,0.704,0.296,0.6486
4446,0.0,0.847,0.153,0.4019
4447,0.0,1.0,0.0,0.0
4448,0.0,0.256,0.744,0.4404
4449,0.0,0.0,1.0,0.4019
4450,0.0,0.595,0.405,0.6239
4451,0.074,0.818,0.108,0.1779
4452,0.13,0.831,0.039,-0.5106
4453,0.0,0.677,0.323,0.936
4454,0.0,1.0,0.0,0.0
4455,0.0,1.0,0.0,0.0
4456,0.0,1.0,0.0,0.0
4457,0.0,1.0,0.0,0.0
4458,0.0,0.714,0.286,0.6808
4459,0.0,0.0,1.0,0.296
4460,0.343,0.657,0.0,-0.6953
4461,0.0,0.408,0.592,0.4404
4462,0.0,0.707,0.293,0.4404
4463,0.0,0.508,0.492,0.4404
4464,0.565,0.435,0.0,-0.0772
4465,0.0,0.0,0.0,0.0
4466,0.0,1.0,0.0,0.0
4467,0.0,0.323,0.677,0.6369
4468,0.0,1.0,0.0,0.0
4469,0.0,1.0,0.0,0.0
4470,0.0,0.303,0.697,0.3182
4471,0.086,0.914,0.0,-0.1779
4472,0.0,0.503,0.497,0.9501
4473,0.611,0.0,0.389,-0.2023
4474,0.0,0.722,0.278,0.4019
4475,0.086,0.643,0.27,0.8796
4476,0.0,0.796,0.204,0.3182
4477,0.0,0.819,0.181,0.6486
4478,0.0,0.865,0.135,0.6124
4479,0.0,0.732,0.268,0.296
4480,0.0,0.884,0.116,0.3612
4481,0.0,0.262,0.738,0.9055
4482,0.0,0.0,1.0,0.4588
4483,0.0,1.0,0.0,0.0
4484,0.0,1.0,0.0,0.0
4485,0.083,0.654,0.263,0.7938
4486,0.16,0.665,0.175,0.1307
4487,0.0,0.0,1.0,0.6588
4488,0.0,0.743,0.257,0.636
4489,0.0,1.0,0.0,0.0
4490,0.0,1.0,0.0,0.0
4491,0.0,1.0,0.0,0.0
4492,0.0,0.0,1.0,0.4019
4493,0.0,1.0,0.0,0.0
4494,0.215,0.557,0.228,0.2023
4495,0.0,1.0,0.0,0.0
4496,0.0,1.0,0.0,0.0
4497,0.0,0.256,0.744,0.4404
4498,0.0,1.0,0.0,0.0
4499,0.0,0.328,0.672,0.6249
4500,0.0,1.0,0.0,0.0
4501,0.0,0.829,0.171,0.2144
4502,0.0,1.0,0.0,0.0
4503,0.0,0.0,1.0,0.4019
4504,0.0,0.0,0.0,0.0
4505,0.0,1.0,0.0,0.0
4506,0.0,1.0,0.0,0.0
4507,0.0,1.0,0.0,0.0
4508,0.0,0.27,0.73,0.4019
4509,0.0,0.0,1.0,0.4019
4510,0.0,0.74,0.26,0.8462
4511,0.0,0.0,0.0,0.0
4512,0.0,1.0,0.0,0.0
4513,0.0,0.735,0.265,0.2023
4514,0.278,0.722,0.0,-0.5927
4515,0.0,1.0,0.0,0.0
4516,0.0,1.0,0.0,0.0
4517,0.0,1.0,0.0,0.0
4518,0.0,0.845,0.155,0.296
4519,0.0,1.0,0.0,0.0
4520,0.098,0.902,0.0,-0.0516
4521,0.294,0.706,0.0,-0.3597
4522,1.0,0.0,0.0,-0.296
4523,0.0,0.77,0.23,0.5093
4524,0.0,1.0,0.0,0.0
4525,0.0,0.788,0.212,0.7906
4526,0.207,0.639,0.154,-0.1027
4527,0.0,0.867,0.133,0.5574
4528,0.0,0.667,0.333,0.7579
4529,0.0,1.0,0.0,0.0
4530,0.0,0.0,1.0,0.4019
4531,0.0,0.345,0.655,0.5859
4532,0.0,0.863,0.137,0.1901
4533,0.0,0.71,0.29,0.5994
4534,0.0,0.738,0.262,0.8176
4535,0.0,1.0,0.0,0.0
4536,0.0,0.278,0.722,0.3802
4537,0.0,0.56,0.44,0.8746
4538,0.0,0.877,0.123,0.4215
4539,0.0,0.0,1.0,0.4019
4540,0.0,0.517,0.483,0.4215
4541,0.0,1.0,0.0,0.0
4542,0.0,0.0,1.0,0.4019
4543,0.0,0.0,1.0,0.4019
4544,0.0,0.67,0.33,0.8122
4545,0.0,1.0,0.0,0.0
4546,0.288,0.589,0.123,-0.5228
4547,0.0,1.0,0.0,0.0
4548,0.0,1.0,0.0,0.0
4549,0.0,1.0,0.0,0.0
4550,0.0,0.741,0.259,0.4215
4551,0.0,0.569,0.431,0.9168
4552,0.0,0.0,1.0,0.4019
4553,0.0,0.757,0.243,0.5423
4554,0.132,0.794,0.075,-0.4215
4555,0.0,1.0,0.0,0.0
4556,0.0,0.401,0.599,0.4576
4557,0.0,1.0,0.0,0.0
4558,0.0,1.0,0.0,0.0
4559,0.0,1.0,0.0,0.0
4560,0.0,1.0,0.0,0.0
4561,0.0,1.0,0.0,0.0
4562,0.0,0.548,0.452,0.765
4563,0.0,1.0,0.0,0.0
4564,0.0,0.519,0.481,0.7579
4565,0.0,1.0,0.0,0.0
4566,0.0,1.0,0.0,0.0
4567,0.0,1.0,0.0,0.0
4568,0.0,0.759,0.241,0.2263
4569,0.0,0.728,0.272,0.6249
4570,0.0,1.0,0.0,0.0
4571,0.088,0.78,0.132,0.223
4572,0.393,0.518,0.088,-0.8405
4573,0.145,0.741,0.114,-0.128
4574,0.688,0.312,0.0,-0.296
4575,0.0,0.845,0.155,0.296
4576,0.0,0.508,0.492,0.892
4577,0.0,0.408,0.592,0.4404
4578,0.0,0.0,1.0,0.4019
4579,0.0,1.0,0.0,0.0
4580,0.0,1.0,0.0,0.0
4581,0.0,0.748,0.252,0.4019
4582,0.0,0.784,0.216,0.7717
4583,0.0,0.0,1.0,0.4019
4584,0.0,1.0,0.0,0.0
4585,0.099,0.901,0.0,-0.296
4586,0.157,0.843,0.0,-0.0772
4587,0.0,0.196,0.804,0.6249
4588,0.0,0.776,0.224,0.8779
4589,0.0,1.0,0.0,0.0
4590,0.0,0.935,0.065,0.2382
4591,0.0,0.538,0.462,0.9688
4592,0.0,0.58,0.42,0.9682
4593,0.0,0.345,0.655,0.5859
4594,0.0,1.0,0.0,0.0
4595,0.0,1.0,0.0,0.0
4596,0.0,1.0,0.0,0.0
4597,0.0,0.816,0.184,0.2023
4598,0.0,1.0,0.0,0.0
4599,0.0,0.625,0.375,0.4588
4600,0.0,1.0,0.0,0.0
4601,0.0,1.0,0.0,0.0
4602,0.0,1.0,0.0,0.0
4603,0.0,1.0,0.0,0.0
4604,0.0,1.0,0.0,0.0
4605,0.0,1.0,0.0,0.0
4606,0.0,0.653,0.347,0.4926
4607,0.615,0.385,0.0,-0.296
4608,0.0,1.0,0.0,0.0
4609,0.0,0.82,0.18,0.5106
4610,0.0,1.0,0.0,0.0
4611,0.0,0.891,0.109,0.4404
4612,0.0,1.0,0.0,0.0
4613,0.0,1.0,0.0,0.0
4614,0.0,0.852,0.148,0.5106
4615,0.0,0.735,0.265,0.802
4616,0.0,1.0,0.0,0.0
4617,0.51,0.49,0.0,-0.6369
4618,0.0,0.377,0.623,0.8902
4619,0.0,0.313,0.687,0.6588
4620,0.078,0.922,0.0,-0.296
4621,0.0,1.0,0.0,0.0
4622,0.318,0.682,0.0,-0.4215
4623,0.0,1.0,0.0,0.0
4624,0.0,1.0,0.0,0.0
4625,0.0,1.0,0.0,0.0
4626,0.302,0.698,0.0,-0.5994
4627,0.0,0.0,0.0,0.0
4628,0.0,1.0,0.0,0.0
4629,0.0,0.0,1.0,0.4019
4630,0.084,0.557,0.359,0.9166
4631,0.0,0.0,1.0,0.296
4632,0.052,0.66,0.287,0.8976
4633,0.0,0.661,0.339,0.4728
4634,0.0,0.654,0.346,0.6486
4635,0.0,0.44,0.56,0.6249
4636,0.0,1.0,0.0,0.0
4637,0.0,0.623,0.377,0.8881
4638,0.099,0.901,0.0,-0.296
4639,0.268,0.563,0.169,-0.4389
4640,0.253,0.615,0.133,-0.6455
4641,0.121,0.879,0.0,-0.5267
4642,0.0,0.678,0.322,0.8393
4643,0.0,0.877,0.123,0.2732
4644,0.0,1.0,0.0,0.0
4645,0.077,0.923,0.0,-0.3612
4646,0.095,0.726,0.179,0.735
4647,0.418,0.306,0.276,-0.34
4648,0.068,0.853,0.078,0.0772
4649,0.0,1.0,0.0,0.0
4650,0.0,1.0,0.0,0.0
4651,0.0,0.758,0.242,0.8897
4652,0.0,1.0,0.0,0.0
4653,0.057,0.59,0.354,0.9201
4654,0.0,0.606,0.394,0.0772
4655,0.0,0.0,1.0,0.3182
4656,0.0,1.0,0.0,0.0
4657,0.0,1.0,0.0,0.0
4658,0.285,0.615,0.1,-0.5267
4659,0.204,0.796,0.0,-0.3736
4660,0.204,0.796,0.0,-0.4767
4661,0.08,0.708,0.212,0.4588
4662,0.0,0.652,0.348,0.7506
4663,0.0,0.0,1.0,0.6486
4664,0.375,0.625,0.0,-0.0516
4665,0.0,1.0,0.0,0.0
4666,0.0,0.0,0.0,0.0
4667,0.156,0.522,0.322,0.5413
4668,0.038,0.87,0.093,0.4404
4669,0.0,0.906,0.094,0.3818
4670,0.0,0.61,0.39,0.8618
4671,0.086,0.839,0.075,-0.0994
4672,0.0,1.0,0.0,0.0
4673,0.0,1.0,0.0,0.0
4674,0.0,1.0,0.0,0.0
4675,0.0,0.408,0.592,0.4404
4676,0.0,1.0,0.0,0.0
4677,0.206,0.794,0.0,-0.5994
4678,0.0,0.615,0.385,0.3612
4679,0.0,1.0,0.0,0.0
4680,0.277,0.723,0.0,-0.3182
4681,0.0,0.303,0.697,0.3182
4682,0.091,0.804,0.105,0.0636
4683,0.133,0.735,0.133,0.0
4684,0.0,0.615,0.385,0.3612
4685,0.0,0.934,0.066,0.2144
4686,0.144,0.739,0.117,-0.0974
4687,0.306,0.694,0.0,-0.296
4688,0.0,0.471,0.529,0.6696
4689,0.0,1.0,0.0,0.0
4690,0.0,0.278,0.722,0.3818
4691,0.0,0.758,0.242,0.6908
4692,0.139,0.861,0.0,-0.3802
4693,0.0,0.732,0.268,0.5106
4694,0.0,0.0,1.0,0.4019
4695,0.0,1.0,0.0,0.0
4696,0.126,0.874,0.0,-0.3182
4697,0.0,1.0,0.0,0.0
4698,0.0,0.58,0.42,0.7876
4699,0.0,1.0,0.0,0.0
4700,0.0,0.25,0.75,0.4588
4701,0.0,0.854,0.146,0.5848
4702,0.0,1.0,0.0,0.0
4703,0.0,1.0,0.0,0.0
4704,0.0,0.0,1.0,0.4019
4705,0.0,1.0,0.0,0.0
4706,0.0,0.591,0.409,0.8402
4707,0.0,0.0,1.0,0.4215
4708,0.153,0.734,0.113,-0.34
4709,0.206,0.794,0.0,-0.6361
4710,0.097,0.778,0.125,0.1779
4711,0.104,0.705,0.191,0.3818
4712,0.057,0.805,0.138,0.5423
4713,0.0,0.0,1.0,0.4019
4714,0.0,0.27,0.73,0.4019
4715,0.131,0.869,0.0,-0.2755
4716,0.0,0.422,0.578,0.9136
4717,0.0,0.608,0.392,0.7269
4718,0.0,0.852,0.148,0.5106
4719,0.0,0.517,0.483,0.6808
4720,0.0,0.913,0.087,0.3182
4721,0.0,0.769,0.231,0.4019
4722,0.0,0.427,0.573,0.8553
4723,0.0,0.868,0.132,0.4404
4724,0.0,1.0,0.0,0.0
4725,0.0,1.0,0.0,0.0
4726,0.0,0.5,0.5,0.4588
4727,0.0,0.25,0.75,0.4576
4728,0.0,0.0,1.0,0.296
4729,0.346,0.423,0.231,-0.4588
4730,0.06,0.826,0.115,0.296
4731,0.0,0.196,0.804,0.6249
4732,0.289,0.533,0.178,-0.4497
4733,0.0,1.0,0.0,0.0
4734,0.0,0.939,0.061,0.1779
4735,0.0,0.0,0.0,0.0
4736,0.0,1.0,0.0,0.0
4737,0.0,1.0,0.0,0.0
4738,0.0,0.897,0.103,0.2382
4739,0.203,0.559,0.238,0.128
4740,0.0,0.0,0.0,0.0
4741,0.0,1.0,0.0,0.0
4742,0.0,0.417,0.583,0.6369
4743,0.0,1.0,0.0,0.0
4744,0.0,0.863,0.137,0.4019
4745,0.0,0.505,0.495,0.5994
4746,0.0,0.893,0.107,0.4144
4747,0.112,0.765,0.122,0.0516
4748,0.0,0.0,0.0,0.0
4749,0.42,0.58,0.0,-0.2905
4750,0.0,1.0,0.0,0.0
4751,0.0,0.0,1.0,0.4019
4752,0.0,1.0,0.0,0.0
4753,0.0,0.662,0.338,0.6249
4754,0.0,0.671,0.329,0.6588
4755,0.0,1.0,0.0,0.0
4756,0.0,1.0,0.0,0.0
4757,0.0,1.0,0.0,0.0
4758,0.0,1.0,0.0,0.0
4759,0.0,1.0,0.0,0.0
4760,0.13,0.71,0.16,0.128
4761,0.0,0.0,1.0,0.4019
4762,0.0,1.0,0.0,0.0
4763,0.0,1.0,0.0,0.0
4764,0.364,0.349,0.287,0.1795
4765,0.0,0.263,0.737,0.4215
4766,0.0,0.87,0.13,0.2023
4767,0.0,0.768,0.232,0.8805
4768,0.0,1.0,0.0,0.0
4769,0.0,0.688,0.312,0.6124
4770,0.0,0.691,0.309,0.7645
4771,0.0,0.718,0.282,0.6705
4772,0.0,0.0,1.0,0.7003
4773,0.0,0.718,0.282,0.6705
4774,0.0,1.0,0.0,0.0
4775,0.0,0.097,0.903,0.8516
4776,0.0,1.0,0.0,0.0
4777,0.167,0.775,0.058,-0.6705
4778,0.111,0.842,0.047,-0.4854
4779,0.0,0.85,0.15,0.5719
4780,0.0,1.0,0.0,0.0
4781,0.0,1.0,0.0,0.0
4782,0.0,0.0,0.0,0.0
4783,0.0,0.593,0.407,0.9719
4784,0.615,0.385,0.0,-0.1531
4785,0.088,0.912,0.0,-0.3612
4786,0.0,1.0,0.0,0.0
4787,0.163,0.616,0.222,0.1128
4788,0.0,1.0,0.0,0.0
4789,0.0,0.803,0.197,0.4019
4790,0.0,0.439,0.561,0.7506
4791,0.393,0.303,0.303,0.1759
4792,0.0,0.709,0.291,0.4019
4793,0.0,1.0,0.0,0.0
4794,0.0,1.0,0.0,0.0
4795,0.0,1.0,0.0,0.0
4796,0.276,0.724,0.0,-0.6239
4797,0.0,0.572,0.428,0.8585
4798,0.0,0.606,0.394,0.0772
4799,0.0,1.0,0.0,0.0
4800,0.0,0.786,0.214,0.4574
4801,0.0,1.0,0.0,0.0
4802,0.508,0.492,0.0,-0.4767
4803,0.208,0.653,0.139,-0.2041
4804,0.038,0.76,0.202,0.784
4805,0.0,1.0,0.0,0.0
4806,0.406,0.294,0.3,-0.4215
4807,0.0,0.0,1.0,0.4215
4808,0.0,0.345,0.655,0.5859
4809,0.419,0.581,0.0,-0.5574
4810,0.0,1.0,0.0,0.0
4811,0.0,0.864,0.136,0.2975
4812,0.187,0.813,0.0,-0.4404
4813,0.0,0.87,0.13,0.34
4814,0.0,0.68,0.32,0.5719
4815,0.0,0.923,0.077,0.1511
4816,0.0,0.149,0.851,0.6908
4817,0.054,0.648,0.299,0.8658
4818,0.228,0.702,0.07,-0.7345
4819,0.082,0.79,0.129,0.1548
4820,0.0,1.0,0.0,0.0
4821,0.0,0.79,0.21,0.1511
4822,0.0,0.952,0.048,0.0772
4823,0.0,1.0,0.0,0.0
4824,0.0,1.0,0.0,0.0
4825,0.151,0.789,0.06,-0.4357
4826,0.186,0.645,0.169,-0.1779
4827,0.0,0.897,0.103,0.5574
4828,0.123,0.742,0.135,0.128
4829,0.262,0.467,0.271,0.024
4830,0.0,0.488,0.512,0.8573
4831,0.107,0.749,0.144,-0.1386
4832,0.209,0.667,0.124,-0.4166
4833,0.0,0.465,0.535,0.3182
4834,0.286,0.714,0.0,-0.34
4835,0.0,1.0,0.0,0.0
4836,0.0,0.4,0.6,0.4588
4837,0.0,0.0,1.0,0.4019
4838,0.0,1.0,0.0,0.0
4839,0.0,1.0,0.0,0.0
4840,0.121,0.879,0.0,-0.4404
4841,0.089,0.605,0.306,0.6597
4842,0.0,0.751,0.249,0.743
4843,0.0,1.0,0.0,0.0
4844,0.0,1.0,0.0,0.0
4845,0.0,0.0,0.0,0.0
4846,0.0,0.829,0.171,0.6593
4847,0.0,0.588,0.412,0.2732
4848,0.351,0.649,0.0,-0.4023
4849,0.0,1.0,0.0,0.0
4850,0.0,1.0,0.0,0.0
4851,0.123,0.808,0.07,-0.2263
4852,0.0,1.0,0.0,0.0
4853,0.0,0.899,0.101,0.2023
4854,0.0,0.443,0.557,0.9111
4855,0.0,0.635,0.365,0.3182
4856,0.0,1.0,0.0,0.0
4857,0.0,0.684,0.316,0.7184
4858,0.0,1.0,0.0,0.0
4859,0.109,0.766,0.125,0.1007
4860,0.304,0.452,0.244,0.0869
4861,0.113,0.552,0.335,0.8591
4862,0.0,0.877,0.123,0.4215
4863,0.0,0.0,1.0,0.4019
4864,0.0,1.0,0.0,0.0
4865,0.111,0.7,0.189,0.5106
4866,0.0,0.145,0.855,0.7096
4867,0.0,0.204,0.796,0.5994
4868,0.0,1.0,0.0,0.0
4869,0.0,0.744,0.256,0.4767
4870,0.176,0.603,0.221,0.1722
4871,0.0,0.441,0.559,0.5859
4872,0.0,1.0,0.0,0.0
4873,0.0,0.239,0.761,0.4926
4874,0.0,0.601,0.399,0.807
4875,0.0,0.704,0.296,0.2732
4876,0.0,1.0,0.0,0.0
4877,0.0,1.0,0.0,0.0
4878,0.0,1.0,0.0,0.0
4879,0.0,0.323,0.677,0.6369
4880,0.0,1.0,0.0,0.0
4881,0.0,0.265,0.735,0.8519
4882,0.0,0.847,0.153,0.4404
4883,0.0,1.0,0.0,0.0
4884,0.0,1.0,0.0,0.0
4885,0.0,0.68,0.32,0.765
4886,0.0,0.0,1.0,0.4019
4887,0.0,1.0,0.0,0.0
4888,0.0,0.834,0.166,0.5563
4889,0.0,0.647,0.353,0.7184
4890,0.0,0.626,0.374,0.9409
4891,0.0,1.0,0.0,0.0
4892,0.059,0.853,0.088,0.2732
4893,0.0,1.0,0.0,0.0
4894,0.0,1.0,0.0,0.0
4895,0.0,0.581,0.419,0.9285
4896,0.0,1.0,0.0,0.0
4897,0.0,1.0,0.0,0.0
4898,0.0,0.27,0.73,0.4019
4899,0.0,0.27,0.73,0.4019
4900,0.0,0.649,0.351,0.4019
4901,0.093,0.907,0.0,-0.4003
4902,0.0,1.0,0.0,0.0
4903,0.0,0.624,0.376,0.9687
4904,0.18,0.82,0.0,-0.296
4905,0.0,1.0,0.0,0.0
4906,0.0,0.891,0.109,0.5255
4907,0.0,1.0,0.0,0.0
4908,0.129,0.643,0.228,0.4019
4909,0.0,1.0,0.0,0.0
4910,0.0,0.726,0.274,0.8988
4911,0.0,1.0,0.0,0.0
4912,0.0,0.0,0.0,0.0
4913,0.0,1.0,0.0,0.0
4914,0.0,1.0,0.0,0.0
4915,0.0,0.488,0.512,0.6369
4916,0.097,0.793,0.11,0.0772
4917,0.0,0.25,0.75,0.7177
4918,0.0,0.625,0.375,0.4588
4919,0.0,1.0,0.0,0.0
4920,1.0,0.0,0.0,-0.296
4921,0.0,1.0,0.0,0.0
4922,0.0,1.0,0.0,0.0
4923,0.0,1.0,0.0,0.0
4924,0.0,1.0,0.0,0.0
4925,0.0,1.0,0.0,0.0
4926,0.0,1.0,0.0,0.0
4927,0.589,0.411,0.0,-0.5106
4928,0.0,1.0,0.0,0.0
4929,0.0,0.0,1.0,0.4019
4930,0.412,0.588,0.0,-0.1027
4931,0.0,1.0,0.0,0.0
4932,1.0,0.0,0.0,-0.4389
4933,0.0,1.0,0.0,0.0
4934,0.181,0.683,0.137,-0.1655
4935,0.0,0.239,0.761,0.4926
4936,0.0,0.87,0.13,0.34
4937,0.0,1.0,0.0,0.0
4938,0.0,1.0,0.0,0.0
4939,0.0,0.256,0.744,0.4404
4940,0.0,1.0,0.0,0.0
4941,0.0,1.0,0.0,0.0
4942,0.0,1.0,0.0,0.0
4943,0.0,0.0,0.0,0.0
4944,0.0,1.0,0.0,0.0
4945,0.0,0.891,0.109,0.4019
4946,0.0,0.0,1.0,0.4019
4947,0.0,1.0,0.0,0.0
4948,0.0,1.0,0.0,0.0
4949,0.0,1.0,0.0,0.0
4950,0.0,0.769,0.231,0.5106
4951,0.0,0.385,0.615,0.4939
4952,0.0,1.0,0.0,0.0
4953,0.0,1.0,0.0,0.0
4954,0.0,1.0,0.0,0.0
4955,0.0,1.0,0.0,0.0
4956,0.0,1.0,0.0,0.0
4957,0.0,1.0,0.0,0.0
4958,0.0,0.902,0.098,0.3612
4959,0.049,0.951,0.0,-0.1531
4960,0.075,0.721,0.204,0.5921
4961,0.074,0.805,0.121,0.1027
4962,0.0,1.0,0.0,0.0
4963,0.0,0.745,0.255,0.7817
4964,0.0,1.0,0.0,0.0
4965,0.213,0.551,0.236,0.0772
4966,0.0,0.583,0.417,0.6124
4967,0.0,0.323,0.677,0.6369
4968,0.0,1.0,0.0,0.0
4969,0.0,0.0,1.0,0.4019
4970,0.0,1.0,0.0,0.0
4971,0.0,0.589,0.411,0.8264
4972,0.0,1.0,0.0,0.0
4973,0.0,1.0,0.0,0.0
4974,0.0,1.0,0.0,0.0
4975,0.0,1.0,0.0,0.0
4976,0.55,0.45,0.0,-0.7088
4977,0.0,0.685,0.315,0.3182
4978,0.0,1.0,0.0,0.0
4979,0.0,1.0,0.0,0.0
4980,0.0,1.0,0.0,0.0
4981,0.0,1.0,0.0,0.0
4982,0.0,1.0,0.0,0.0
4983,0.067,0.742,0.191,0.3948
4984,0.211,0.789,0.0,-0.6808
4985,0.0,0.655,0.345,0.7003
4986,0.0,0.27,0.73,0.4019
4987,0.0,0.161,0.839,0.6369
4988,0.0,0.714,0.286,0.6804
4989,0.0,1.0,0.0,0.0
4990,0.0,0.256,0.744,0.4404
4991,0.0,0.649,0.351,0.4019
4992,0.0,0.0,1.0,0.4019
4993,0.0,1.0,0.0,0.0
4994,0.0,1.0,0.0,0.0
4995,0.0,1.0,0.0,0.0
4996,0.0,0.263,0.737,0.4215
4997,0.0,0.604,0.396,0.3875
4998,0.0,1.0,0.0,0.0
4999,0.0,0.385,0.615,0.4939
5000,0.0,0.0,1.0,0.296
5001,0.545,0.455,0.0,-0.34
5002,0.0,0.634,0.366,0.5606
5003,0.0,0.769,0.231,0.5106
5004,0.0,0.522,0.478,0.6705
5005,0.0,0.667,0.333,0.6705
5006,0.0,0.777,0.223,0.5574
5007,0.0,1.0,0.0,0.0
5008,0.0,0.849,0.151,0.1531
5009,0.148,0.767,0.085,-0.2263
5010,0.0,0.845,0.155,0.5106
5011,0.367,0.633,0.0,-0.4404
5012,0.0,1.0,0.0,0.0
5013,0.0,1.0,0.0,0.0
5014,0.0,0.702,0.298,0.6239
5015,0.0,0.756,0.244,0.8126
5016,0.444,0.556,0.0,-0.1531
5017,0.302,0.389,0.309,0.0422
5018,0.0,1.0,0.0,0.0
5019,0.0,0.837,0.163,0.5106
5020,0.0,1.0,0.0,0.0
5021,0.0,1.0,0.0,0.0
5022,0.0,1.0,0.0,0.0
5023,0.237,0.763,0.0,-0.4215
5024,0.0,0.0,1.0,0.4588
5025,0.099,0.63,0.271,0.7906
5026,0.0,1.0,0.0,0.0
5027,0.0,0.0,1.0,0.4215
5028,0.0,0.345,0.655,0.2263
5029,0.139,0.594,0.267,0.3818
5030,0.0,0.917,0.083,0.2023
5031,0.0,0.674,0.326,0.4404
5032,0.08,0.798,0.122,0.0
5033,0.042,0.778,0.18,0.7044
5034,0.0,0.0,1.0,0.6486
5035,0.275,0.725,0.0,-0.2263
5036,0.0,0.81,0.19,0.4569
5037,0.0,0.0,0.0,0.0
5038,0.0,1.0,0.0,0.0
5039,0.0,0.823,0.177,0.4215
5040,0.108,0.892,0.0,-0.2617
5041,0.0,0.217,0.783,0.5574
5042,0.0,0.697,0.303,0.7269
5043,0.0,0.884,0.116,0.3612
5044,0.0,0.889,0.111,0.3612
5045,0.0,0.828,0.172,0.5848
5046,0.0,0.27,0.73,0.4019
5047,0.0,1.0,0.0,0.0
5048,0.0,0.863,0.137,0.4019
5049,0.061,0.883,0.056,-0.0498
5050,0.067,0.933,0.0,-0.3182
5051,0.037,0.963,0.0,-0.128
5052,0.034,0.785,0.181,0.7883
5053,0.0,0.0,1.0,0.4588
5054,0.0,1.0,0.0,0.0
5055,0.0,0.0,1.0,0.4588
5056,0.0,1.0,0.0,0.0
5057,0.0,1.0,0.0,0.0
5058,0.0,0.0,1.0,0.4215
5059,0.0,0.0,1.0,0.4019
5060,0.069,0.756,0.175,0.4753
5061,0.198,0.707,0.095,-0.4404
5062,0.0,1.0,0.0,0.0
5063,0.0,0.323,0.677,0.6369
5064,0.0,0.0,1.0,0.296
5065,0.0,0.526,0.474,0.4019
5066,0.0,1.0,0.0,0.0
5067,0.0,0.0,0.0,0.0
5068,0.0,1.0,0.0,0.0
5069,0.0,0.24,0.76,0.8591
5070,0.0,0.0,1.0,0.296
5071,0.0,1.0,0.0,0.0
5072,0.0,0.0,1.0,0.3182
5073,0.0,0.135,0.865,0.75
5074,0.154,0.679,0.167,0.0534
5075,0.0,0.633,0.367,0.4404
5076,0.0,1.0,0.0,0.0
5077,0.0,0.0,1.0,0.4588
5078,0.0,1.0,0.0,0.0
5079,0.0,1.0,0.0,0.0
5080,0.0,1.0,0.0,0.0
5081,0.367,0.633,0.0,-0.7964
5082,0.0,0.379,0.621,0.8478
5083,0.0,0.0,1.0,0.4019
5084,0.0,0.0,0.0,0.0
5085,0.0,0.635,0.365,0.3182
5086,0.0,1.0,0.0,0.0
5087,0.0,1.0,0.0,0.0
5088,0.0,1.0,0.0,0.0
5089,0.0,1.0,0.0,0.0
5090,0.0,0.139,0.861,0.7351
5091,0.0,1.0,0.0,0.0
5092,0.0,0.517,0.483,0.4215
5093,0.0,0.0,1.0,0.4215
5094,0.254,0.746,0.0,-0.7783
5095,0.0,0.843,0.157,0.1531
5096,0.0,1.0,0.0,0.0
5097,0.0,0.865,0.135,0.3612
5098,0.0,1.0,0.0,0.0
5099,0.0,0.935,0.065,0.2732
5100,0.128,0.872,0.0,-0.296
5101,0.0,0.534,0.466,0.9042
5102,0.093,0.464,0.444,0.6486
5103,0.0,0.566,0.434,0.3182
5104,0.0,0.491,0.509,0.8066
5105,0.0,1.0,0.0,0.0
5106,0.0,0.0,1.0,0.4019
5107,0.0,0.0,1.0,0.3182
5108,0.072,0.657,0.271,0.8891
5109,0.0,0.729,0.271,0.7783
5110,0.112,0.836,0.053,-0.4939
5111,0.0,1.0,0.0,0.0
5112,0.301,0.667,0.033,-0.9538
5113,0.053,0.553,0.393,0.9413
5114,0.126,0.773,0.101,-0.128
5115,0.441,0.559,0.0,-0.743
5116,0.0,0.939,0.061,0.2724
5117,0.0,0.476,0.524,0.296
5118,0.0,0.63,0.37,0.8555
5119,0.0,0.423,0.577,0.6249
5120,0.42,0.58,0.0,-0.4389
5121,0.0,0.182,0.818,0.5423
5122,0.0,1.0,0.0,0.0
5123,0.0,0.161,0.839,0.8858
5124,0.0,0.0,1.0,0.4019
5125,0.0,1.0,0.0,0.0
5126,0.0,0.645,0.355,0.5106
5127,0.141,0.859,0.0,-0.3182
5128,0.0,1.0,0.0,0.0
5129,0.0,1.0,0.0,0.0
5130,0.0,1.0,0.0,0.0
5131,0.0,0.819,0.181,0.6369
5132,0.0,1.0,0.0,0.0
5133,0.179,0.821,0.0,-0.34
5134,0.0,1.0,0.0,0.0
5135,0.263,0.737,0.0,-0.7579
5136,0.0,0.888,0.112,0.4404
5137,0.0,0.744,0.256,0.4748
5138,0.0,0.0,1.0,0.4019
5139,0.06,0.868,0.072,0.1344
5140,0.272,0.617,0.111,-0.4404
