,neg,neu,pos,compound
6563,0.0,0.0,1.0,0.296
6564,0.0,1.0,0.0,0.0
6565,0.434,0.566,0.0,-0.3182
6566,0.0,1.0,0.0,0.0
6567,0.0,0.0,0.0,0.0
6568,0.0,1.0,0.0,0.0
6569,0.0,1.0,0.0,0.0
6570,0.0,1.0,0.0,0.0
6571,0.0,0.848,0.152,0.5256
6572,0.0,0.851,0.149,0.3612
6573,0.0,1.0,0.0,0.0
6574,0.0,1.0,0.0,0.0
6575,0.0,1.0,0.0,0.0
6576,0.0,1.0,0.0,0.0
6577,0.0,0.552,0.448,0.7964
6578,0.0,1.0,0.0,0.0
6579,0.0,0.5,0.5,0.4588
6580,0.0,1.0,0.0,0.0
6581,0.0,0.859,0.141,0.2023
6582,0.0,0.364,0.636,0.8883
6583,0.0,1.0,0.0,0.0
6584,0.0,0.938,0.062,0.2732
6585,0.0,0.5,0.5,0.4588
6586,0.0,0.286,0.714,0.8172
6587,0.302,0.554,0.145,-0.7269
6588,0.0,1.0,0.0,0.0
6589,0.0,1.0,0.0,0.0
6590,0.251,0.596,0.152,-0.3597
6591,0.138,0.862,0.0,-0.6486
6592,0.095,0.905,0.0,-0.296
6593,0.0,0.0,0.0,0.0
6594,0.0,1.0,0.0,0.0
6595,0.0,0.357,0.643,0.2023
6596,0.0,1.0,0.0,0.0
6597,0.0,1.0,0.0,0.0
6598,0.0,0.0,1.0,0.4019
6599,0.0,0.0,1.0,0.4019
6600,0.0,0.775,0.225,0.4404
6601,0.0,1.0,0.0,0.0
6602,0.206,0.794,0.0,-0.0772
6603,0.0,0.0,1.0,0.296
6604,0.0,0.628,0.372,0.7114
6605,0.0,0.76,0.24,0.2975
6606,0.0,1.0,0.0,0.0
6607,0.0,0.0,1.0,0.3182
6608,0.0,1.0,0.0,0.0
6609,0.0,1.0,0.0,0.0
6610,0.0,0.532,0.468,0.6588
6611,0.0,1.0,0.0,0.0
6612,0.0,0.748,0.252,0.6593
6613,0.156,0.638,0.206,0.1779
6614,0.0,0.239,0.761,0.4926
6615,0.0,0.408,0.592,0.4404
6616,0.0,0.6,0.4,0.25
6617,0.0,0.597,0.403,0.4019
6618,0.252,0.613,0.135,-0.2263
6619,0.0,1.0,0.0,0.0
6620,0.0,0.0,1.0,0.4019
6621,0.177,0.823,0.0,-0.4754
6622,0.0,1.0,0.0,0.0
6623,0.0,1.0,0.0,0.0
6624,0.0,1.0,0.0,0.0
6625,0.0,1.0,0.0,0.0
6626,0.0,0.0,0.0,0.0
6627,0.0,0.791,0.209,0.6486
6628,0.0,1.0,0.0,0.0
6629,0.0,1.0,0.0,0.0
6630,0.0,1.0,0.0,0.0
6631,0.0,1.0,0.0,0.0
6632,0.238,0.762,0.0,-0.5221
6633,0.0,1.0,0.0,0.0
6634,0.0,1.0,0.0,0.0
6635,0.0,0.27,0.73,0.4019
6636,0.0,1.0,0.0,0.0
6637,0.0,0.891,0.109,0.296
6638,0.0,1.0,0.0,0.0
6639,0.0,0.0,1.0,0.3182
6640,0.0,0.0,1.0,0.4019
6641,0.0,1.0,0.0,0.0
6642,0.0,1.0,0.0,0.0
6643,0.141,0.859,0.0,-0.3182
6644,0.0,1.0,0.0,0.0
6645,0.0,1.0,0.0,0.0
6646,0.0,1.0,0.0,0.0
6647,0.0,1.0,0.0,0.0
6648,0.0,0.881,0.119,0.2263
6649,0.0,1.0,0.0,0.0
6650,0.0,0.78,0.22,0.6542
6651,0.059,0.865,0.075,0.1511
6652,0.0,0.538,0.462,0.7184
6653,0.0,0.83,0.17,0.5411
6654,0.339,0.494,0.167,-0.4199
6655,0.0,0.313,0.687,0.6588
6656,0.0,1.0,0.0,0.0
6657,0.0,1.0,0.0,0.0
6658,0.0,0.812,0.188,0.25
6659,1.0,0.0,0.0,-0.296
6660,0.0,0.88,0.12,0.6249
6661,0.0,1.0,0.0,0.0
6662,0.196,0.804,0.0,-0.296
6663,0.0,0.426,0.574,0.4019
6664,0.0,1.0,0.0,0.0
6665,0.104,0.588,0.308,0.6705
6666,0.0,0.934,0.066,0.2263
6667,0.0,0.424,0.576,0.6213
6668,0.0,0.833,0.167,0.5859
6669,0.102,0.822,0.075,-0.1511
6670,0.0,0.501,0.499,0.4574
6671,0.2,0.635,0.165,-0.2714
6672,0.0,0.75,0.25,0.6124
6673,0.0,1.0,0.0,0.0
6674,0.0,0.189,0.811,0.8221
6675,0.0,1.0,0.0,0.0
6676,0.0,0.501,0.499,0.4574
6677,0.0,1.0,0.0,0.0
6678,0.0,1.0,0.0,0.0
6679,0.0,0.238,0.762,0.4939
6680,0.0,1.0,0.0,0.0
6681,0.0,1.0,0.0,0.0
6682,0.0,1.0,0.0,0.0
6683,0.0,0.899,0.101,0.2263
6684,0.0,0.845,0.155,0.5113
6685,0.0,0.866,0.134,0.6369
6686,0.0,0.465,0.535,0.3182
6687,0.0,0.0,1.0,0.4019
6688,0.0,0.339,0.661,0.5994
6689,0.0,1.0,0.0,0.0
6690,0.057,0.787,0.155,0.68
6691,0.0,1.0,0.0,0.0
6692,0.182,0.818,0.0,-0.25
6693,0.0,1.0,0.0,0.0
6694,0.0,0.196,0.804,0.6249
6695,0.474,0.526,0.0,-0.4019
6696,0.0,0.833,0.167,0.34
6697,0.0,1.0,0.0,0.0
6698,0.067,0.857,0.076,0.0772
6699,0.0,1.0,0.0,0.0
6700,0.0,1.0,0.0,0.0
6701,0.0,1.0,0.0,0.0
6702,0.0,0.278,0.722,0.3818
6703,0.0,0.0,1.0,0.3182
6704,0.0,0.543,0.457,0.6369
6705,0.0,0.791,0.209,0.7506
6706,0.106,0.521,0.373,0.9062
6707,0.0,1.0,0.0,0.0
6708,0.218,0.545,0.238,0.1027
6709,0.0,0.909,0.091,0.3612
6710,0.064,0.868,0.067,0.0258
6711,0.065,0.898,0.037,-0.3197
6712,0.11,0.7,0.19,0.1531
6713,0.0,1.0,0.0,0.0
6714,0.0,0.664,0.336,0.8225
6715,0.0,0.256,0.744,0.4404
6716,0.0,1.0,0.0,0.0
6717,0.147,0.667,0.187,0.1531
6718,0.188,0.812,0.0,-0.5719
6719,0.378,0.487,0.135,-0.7579
6720,0.0,0.278,0.722,0.3818
6721,0.0,0.784,0.216,0.7003
6722,0.0,1.0,0.0,0.0
6723,0.099,0.688,0.213,0.6124
6724,0.0,0.599,0.401,0.8934
6725,0.0,0.26,0.74,0.431
6726,0.0,1.0,0.0,0.0
6727,0.364,0.636,0.0,-0.7906
6728,0.077,0.842,0.081,0.0258
6729,0.0,1.0,0.0,0.0
6730,0.0,1.0,0.0,0.0
6731,0.0,1.0,0.0,0.0
6732,0.0,1.0,0.0,0.0
6733,0.0,1.0,0.0,0.0
6734,0.0,1.0,0.0,0.0
6735,0.0,0.796,0.204,0.3744
6736,0.0,1.0,0.0,0.0
6737,0.08,0.92,0.0,-0.25
6738,0.0,0.727,0.273,0.4588
6739,0.0,1.0,0.0,0.0
6740,0.0,0.645,0.355,0.296
6741,0.0,1.0,0.0,0.0
6742,0.0,1.0,0.0,0.0
6743,0.0,1.0,0.0,0.0
6744,0.0,1.0,0.0,0.0
6745,0.0,1.0,0.0,0.0
6746,0.0,1.0,0.0,0.0
6747,0.0,1.0,0.0,0.0
6748,0.0,1.0,0.0,0.0
6749,0.0,0.0,1.0,0.4019
6750,0.0,1.0,0.0,0.0
6751,0.281,0.432,0.288,0.0516
6752,0.0,0.675,0.325,0.6486
6753,0.035,0.965,0.0,-0.1531
6754,0.0,1.0,0.0,0.0
6755,0.0,1.0,0.0,0.0
6756,0.0,1.0,0.0,0.0
6757,0.0,0.0,1.0,0.4019
6758,0.0,1.0,0.0,0.0
6759,0.0,0.811,0.189,0.4939
6760,0.0,0.861,0.139,0.4404
6761,0.0,1.0,0.0,0.0
6762,0.142,0.486,0.372,0.7959
6763,0.0,0.715,0.285,0.4201
6764,0.0,1.0,0.0,0.0
6765,0.444,0.556,0.0,-0.4939
6766,0.179,0.761,0.06,-0.6486
6767,0.0,1.0,0.0,0.0
6768,0.157,0.643,0.2,0.1531
6769,0.216,0.292,0.491,0.5719
6770,0.0,1.0,0.0,0.0
6771,0.0,1.0,0.0,0.0
6772,0.0,0.741,0.259,0.3612
6773,0.0,0.0,1.0,0.5562
6774,0.0,0.732,0.268,0.296
6775,0.0,0.663,0.337,0.7269
6776,0.0,0.0,1.0,0.4588
6777,0.0,1.0,0.0,0.0
6778,0.0,1.0,0.0,0.0
6779,0.397,0.306,0.296,0.1511
6780,0.0,1.0,0.0,0.0
6781,0.0,0.902,0.098,0.3818
6782,0.0,0.662,0.338,0.6249
6783,0.175,0.825,0.0,-0.1779
6784,0.0,0.0,0.0,0.0
6785,0.0,0.0,0.0,0.0
6786,0.0,1.0,0.0,0.0
6787,0.0,0.445,0.555,0.5777
6788,0.275,0.5,0.225,-0.1027
6789,0.487,0.513,0.0,-0.5848
6790,0.0,1.0,0.0,0.0
6791,0.143,0.599,0.258,0.3612
6792,0.205,0.476,0.319,0.4767
6793,0.367,0.633,0.0,-0.4404
6794,0.0,1.0,0.0,0.0
6795,0.304,0.572,0.124,-0.4374
6796,0.0,0.303,0.697,0.3182
6797,0.0,0.292,0.708,0.8655
6798,0.0,1.0,0.0,0.0
6799,0.0,0.788,0.212,0.7902
6800,0.0,0.698,0.302,0.3802
6801,0.0,0.421,0.579,0.6705
6802,0.0,0.256,0.744,0.4404
6803,0.0,0.81,0.19,0.7906
6804,0.0,1.0,0.0,0.0
6805,0.0,1.0,0.0,0.0
6806,0.0,1.0,0.0,0.0
6807,0.495,0.505,0.0,-0.2411
6808,0.0,1.0,0.0,0.0
6809,0.0,1.0,0.0,0.0
6810,0.0,1.0,0.0,0.0
6811,0.078,0.779,0.143,0.25
6812,0.303,0.479,0.218,-0.1511
6813,0.0,1.0,0.0,0.0
6814,0.423,0.577,0.0,-0.296
6815,0.0,1.0,0.0,0.0
6816,0.0,1.0,0.0,0.0
6817,0.0,1.0,0.0,0.0
6818,0.0,1.0,0.0,0.0
6819,0.258,0.742,0.0,-0.8402
6820,0.0,1.0,0.0,0.0
6821,0.0,1.0,0.0,0.0
6822,0.285,0.715,0.0,-0.4201
6823,0.0,1.0,0.0,0.0
6824,0.522,0.145,0.333,-0.3182
6825,0.0,1.0,0.0,0.0
6826,0.0,0.847,0.153,0.2023
6827,0.0,1.0,0.0,0.0
6828,0.0,0.0,0.0,0.0
6829,0.0,1.0,0.0,0.0
6830,0.0,0.0,0.0,0.0
6831,0.0,1.0,0.0,0.0
6832,0.0,1.0,0.0,0.0
6833,0.0,0.769,0.231,0.2023
6834,0.0,0.472,0.528,0.68
6835,0.0,1.0,0.0,0.0
6836,0.188,0.637,0.176,-0.0865
6837,0.343,0.414,0.243,-0.1779
6838,0.0,0.0,1.0,0.4588
6839,0.0,0.0,0.0,0.0
6840,0.0,0.619,0.381,0.6486
6841,0.0,0.766,0.234,0.6369
6842,0.355,0.645,0.0,-0.296
6843,0.0,1.0,0.0,0.0
6844,0.0,0.738,0.262,0.7263
6845,0.0,1.0,0.0,0.0
6846,0.0,1.0,0.0,0.0
6847,0.0,1.0,0.0,0.0
6848,0.0,0.0,0.0,0.0
6849,0.0,1.0,0.0,0.0
6850,0.0,1.0,0.0,0.0
6851,0.0,1.0,0.0,0.0
6852,0.0,1.0,0.0,0.0
6853,0.0,1.0,0.0,0.0
6854,0.0,0.756,0.244,0.6369
6855,0.0,1.0,0.0,0.0
6856,0.0,0.714,0.286,0.0516
6857,0.0,1.0,0.0,0.0
6858,0.0,0.278,0.722,0.3804
6859,0.062,0.872,0.065,0.0258
6860,0.0,0.824,0.176,0.4588
6861,0.274,0.591,0.135,-0.5994
6862,0.086,0.914,0.0,-0.2263
6863,0.0,1.0,0.0,0.0
6864,0.0,1.0,0.0,0.0
6865,0.0,0.891,0.109,0.296
6866,0.0,0.769,0.231,0.4019
6867,0.0,0.633,0.367,0.6997
6868,0.0,1.0,0.0,0.0
6869,0.045,0.741,0.214,0.802
6870,0.714,0.286,0.0,-0.3612
6871,0.0,0.0,1.0,0.4588
6872,0.0,0.847,0.153,0.4019
6873,0.0,0.0,0.0,0.0
6874,0.0,1.0,0.0,0.0
6875,0.0,1.0,0.0,0.0
6876,0.0,1.0,0.0,0.0
6877,0.0,0.859,0.141,0.3182
6878,0.0,0.7,0.3,0.4588
6879,0.0,1.0,0.0,0.0
6880,0.141,0.859,0.0,-0.4215
6881,0.0,1.0,0.0,0.0
6882,0.0,0.188,0.812,0.6505
6883,0.0,1.0,0.0,0.0
6884,0.0,1.0,0.0,0.0
6885,0.067,0.764,0.169,0.4754
6886,0.0,1.0,0.0,0.0
6887,0.0,1.0,0.0,0.0
6888,0.0,1.0,0.0,0.0
6889,0.355,0.645,0.0,-0.296
6890,0.0,1.0,0.0,0.0
6891,0.075,0.925,0.0,-0.0772
6892,0.0,0.0,1.0,0.296
6893,0.0,0.329,0.671,0.8805
6894,0.0,1.0,0.0,0.0
6895,0.0,0.598,0.402,0.8777
6896,0.0,1.0,0.0,0.0
6897,0.0,0.0,1.0,0.296
6898,0.0,1.0,0.0,0.0
6899,0.0,0.632,0.368,0.8396
6900,0.0,1.0,0.0,0.0
6901,0.0,1.0,0.0,0.0
6902,0.0,0.783,0.217,0.3612
6903,0.0,0.0,1.0,0.296
6904,0.0,1.0,0.0,0.0
6905,0.0,0.807,0.193,0.2732
6906,0.112,0.761,0.127,0.0772
6907,0.0,0.943,0.057,0.1901
6908,0.061,0.939,0.0,-0.296
6909,0.0,0.876,0.124,0.1027
6910,0.108,0.892,0.0,-0.3919
6911,0.389,0.611,0.0,-0.6249
6912,0.167,0.833,0.0,-0.5267
6913,0.0,1.0,0.0,0.0
6914,0.0,0.888,0.112,0.4404
6915,0.0,0.421,0.579,0.6705
6916,0.0,1.0,0.0,0.0
6917,0.216,0.784,0.0,-0.5106
6918,0.0,0.0,1.0,0.6249
6919,1.0,0.0,0.0,-0.4404
6920,0.0,1.0,0.0,0.0
6921,0.0,0.6,0.4,0.4588
6922,0.105,0.73,0.165,0.1406
6923,0.0,0.0,1.0,0.296
6924,0.262,0.738,0.0,-0.7227
6925,0.097,0.78,0.123,0.1274
6926,0.0,0.866,0.134,0.1779
6927,0.0,1.0,0.0,0.0
6928,0.0,0.545,0.455,0.3626
6929,0.0,1.0,0.0,0.0
6930,0.0,0.552,0.448,0.6705
6931,0.0,0.32,0.68,0.8172
6932,0.0,1.0,0.0,0.0
6933,0.0,1.0,0.0,0.0
6934,0.0,0.488,0.512,0.6369
6935,0.619,0.381,0.0,-0.7574
6936,0.0,0.417,0.583,0.6808
6937,0.0,1.0,0.0,0.0
6938,0.0,0.772,0.228,0.501
6939,0.13,0.87,0.0,-0.2732
6940,0.0,1.0,0.0,0.0
6941,0.0,0.602,0.398,0.5106
6942,0.0,1.0,0.0,0.0
6943,0.0,1.0,0.0,0.0
6944,0.092,0.587,0.321,0.705
6945,0.0,0.503,0.497,0.8715
6946,0.0,0.732,0.268,0.7935
6947,0.059,0.941,0.0,-0.25
6948,0.0,0.417,0.583,0.4215
6949,0.0,0.833,0.167,0.296
6950,0.0,0.476,0.524,0.296
6951,0.796,0.204,0.0,-0.5994
6952,0.0,0.795,0.205,0.2023
6953,0.0,0.791,0.209,0.4404
6954,0.286,0.714,0.0,-0.0516
6955,0.0,0.408,0.592,0.4404
6956,0.0,0.0,1.0,0.3182
6957,0.0,0.575,0.425,0.8118
6958,0.0,1.0,0.0,0.0
6959,0.078,0.605,0.317,0.8591
6960,0.037,0.715,0.248,0.8465
6961,0.101,0.637,0.262,0.6486
6962,0.0,1.0,0.0,0.0
6963,0.077,0.667,0.256,0.6249
6964,0.0,1.0,0.0,0.0
6965,0.0,1.0,0.0,0.0
6966,0.374,0.407,0.22,-0.2263
6967,0.0,0.0,1.0,0.296
6968,0.0,1.0,0.0,0.0
6969,0.0,0.615,0.385,0.3612
6970,0.0,1.0,0.0,0.0
6971,0.0,1.0,0.0,0.0
6972,0.0,1.0,0.0,0.0
6973,0.0,0.0,1.0,0.2732
6974,0.0,0.86,0.14,0.5562
6975,0.0,1.0,0.0,0.0
6976,0.0,1.0,0.0,0.0
6977,0.088,0.554,0.358,0.8073
6978,0.0,1.0,0.0,0.0
6979,0.0,1.0,0.0,0.0
6980,0.0,1.0,0.0,0.0
6981,0.0,0.147,0.853,0.7003
6982,0.0,0.441,0.559,0.5859
6983,1.0,0.0,0.0,-0.5994
6984,0.0,1.0,0.0,0.0
6985,0.0,1.0,0.0,0.0
6986,0.0,0.674,0.326,0.4404
6987,0.091,0.826,0.083,-0.0615
6988,0.0,1.0,0.0,0.0
6989,0.0,0.566,0.434,0.3182
6990,0.0,0.838,0.162,0.7498
6991,0.0,1.0,0.0,0.0
6992,0.0,1.0,0.0,0.0
6993,0.0,0.556,0.444,0.4926
6994,0.0,0.865,0.135,0.5927
6995,0.0,1.0,0.0,0.0
6996,0.0,1.0,0.0,0.0
6997,0.0,1.0,0.0,0.0
6998,0.0,1.0,0.0,0.0
6999,0.0,1.0,0.0,0.0
7000,0.0,1.0,0.0,0.0
7001,0.0,0.0,1.0,0.4019
7002,0.043,0.957,0.0,-0.2263
7003,0.0,1.0,0.0,0.0
7004,0.0,0.667,0.333,0.128
7005,0.0,0.812,0.188,0.25
7006,0.0,1.0,0.0,0.0
7007,0.0,1.0,0.0,0.0
7008,0.0,1.0,0.0,0.0
7009,0.0,0.763,0.237,0.6808
7010,0.0,0.0,1.0,0.0258
7011,0.0,0.0,1.0,0.4215
7012,1.0,0.0,0.0,-0.296
7013,0.0,1.0,0.0,0.0
7014,0.2,0.8,0.0,-0.6705
7015,0.0,0.0,1.0,0.4215
7016,0.0,1.0,0.0,0.0
7017,1.0,0.0,0.0,-0.296
7018,0.049,0.848,0.103,0.3384
7019,0.0,1.0,0.0,0.0
7020,0.0,1.0,0.0,0.0
7021,0.0,0.0,1.0,0.296
7022,0.0,0.764,0.236,0.6997
7023,0.0,1.0,0.0,0.0
7024,0.0,0.0,1.0,0.3182
7025,0.0,1.0,0.0,0.0
7026,0.0,0.643,0.357,0.8309
7027,0.0,1.0,0.0,0.0
7028,0.0,0.0,0.0,0.0
7029,0.0,1.0,0.0,0.0
7030,0.422,0.578,0.0,-0.9136
7031,0.088,0.816,0.096,-0.191
7032,0.0,1.0,0.0,0.0
7033,0.0,0.761,0.239,0.8834
7034,0.0,0.838,0.162,0.4019
7035,0.0,0.0,1.0,0.3182
7036,0.0,1.0,0.0,0.0
7037,0.0,0.196,0.804,0.6249
7038,0.0,1.0,0.0,0.0
7039,0.0,0.645,0.355,0.296
7040,0.0,1.0,0.0,0.0
7041,0.0,0.0,1.0,0.6908
7042,0.298,0.465,0.237,-0.429
7043,0.0,1.0,0.0,0.0
7044,0.0,1.0,0.0,0.0
7045,0.0,0.693,0.307,0.5499
7046,0.25,0.75,0.0,-0.5678
7047,0.0,0.516,0.484,0.4118
7048,0.0,0.0,1.0,0.296
7049,0.0,1.0,0.0,0.0
7050,0.0,0.612,0.388,0.6908
7051,0.0,1.0,0.0,0.0
7052,0.0,0.435,0.565,0.0772
7053,0.0,0.27,0.73,0.4019
7054,0.0,1.0,0.0,0.0
7055,0.0,1.0,0.0,0.0
7056,0.0,1.0,0.0,0.0
7057,0.0,0.917,0.083,0.5574
7058,0.053,0.868,0.079,0.1779
7059,0.0,1.0,0.0,0.0
7060,0.0,0.813,0.187,0.6486
7061,0.321,0.679,0.0,-0.6369
7062,0.0,1.0,0.0,0.0
7063,0.051,0.949,0.0,-0.1531
7064,0.0,0.597,0.403,0.4019
7065,0.0,0.741,0.259,0.6808
7066,0.0,1.0,0.0,0.0
7067,0.0,0.465,0.535,0.3182
7068,0.0,1.0,0.0,0.0
7069,0.0,1.0,0.0,0.0
7070,0.0,0.936,0.064,0.2263
7071,0.0,0.294,0.706,0.7346
7072,0.0,0.0,1.0,0.3182
7073,0.0,0.833,0.167,0.3818
7074,0.0,0.0,0.0,0.0
7075,0.0,0.455,0.545,0.3382
7076,0.0,1.0,0.0,0.0
7077,0.0,1.0,0.0,0.0
7078,0.325,0.675,0.0,-0.3412
7079,0.0,1.0,0.0,0.0
7080,0.0,1.0,0.0,0.0
7081,0.0,1.0,0.0,0.0
7082,0.0,0.826,0.174,0.2732
7083,0.0,0.642,0.358,0.7717
7084,0.638,0.362,0.0,-0.8316
7085,0.0,1.0,0.0,0.0
7086,0.0,1.0,0.0,0.0
7087,0.0,1.0,0.0,0.0
7088,0.266,0.734,0.0,-0.7003
7089,0.12,0.656,0.224,0.2263
7090,0.0,0.519,0.481,0.9493
7091,0.0,0.554,0.446,0.825
7092,0.0,1.0,0.0,0.0
7093,0.0,0.256,0.744,0.4404
7094,0.0,0.81,0.19,0.8395
7095,0.268,0.732,0.0,-0.296
7096,0.0,1.0,0.0,0.0
7097,0.0,1.0,0.0,0.0
7098,0.326,0.674,0.0,-0.7003
7099,0.0,1.0,0.0,0.0
7100,0.0,0.0,1.0,0.4019
7101,0.0,1.0,0.0,0.0
7102,0.0,1.0,0.0,0.0
7103,0.0,1.0,0.0,0.0
7104,0.0,1.0,0.0,0.0
7105,0.0,1.0,0.0,0.0
7106,0.0,1.0,0.0,0.0
7107,0.18,0.82,0.0,-0.296
7108,0.0,0.5,0.5,0.25
7109,0.0,1.0,0.0,0.0
7110,0.0,0.562,0.438,0.5994
7111,0.0,1.0,0.0,0.0
7112,0.0,1.0,0.0,0.0
7113,0.0,0.566,0.434,0.3182
7114,0.0,1.0,0.0,0.0
7115,0.0,1.0,0.0,0.0
7116,0.112,0.65,0.239,0.2856
7117,0.6,0.4,0.0,-0.128
7118,0.0,1.0,0.0,0.0
7119,0.0,1.0,0.0,0.0
7120,0.0,1.0,0.0,0.0
7121,0.0,1.0,0.0,0.0
7122,0.0,1.0,0.0,0.0
7123,0.0,1.0,0.0,0.0
7124,0.0,0.0,0.0,0.0
7125,0.0,1.0,0.0,0.0
7126,0.0,0.785,0.215,0.6249
7127,0.0,0.677,0.323,0.3365
7128,0.0,1.0,0.0,0.0
7129,0.0,1.0,0.0,0.0
7130,0.0,1.0,0.0,0.0
7131,0.0,1.0,0.0,0.0
7132,0.0,0.0,0.0,0.0
7133,0.0,0.233,0.767,0.5106
7134,0.103,0.762,0.135,0.1779
7135,0.0,0.5,0.5,0.4588
7136,1.0,0.0,0.0,-0.3182
7137,0.0,1.0,0.0,0.0
7138,0.0,0.263,0.737,0.4215
7139,0.0,0.223,0.777,0.5411
7140,0.0,1.0,0.0,0.0
7141,0.0,1.0,0.0,0.0
7142,0.085,0.804,0.112,0.1531
7143,0.0,1.0,0.0,0.0
7144,0.103,0.897,0.0,-0.4215
7145,0.347,0.653,0.0,-0.1511
7146,0.0,0.806,0.194,0.7906
7147,0.0,0.878,0.122,0.3612
7148,0.0,1.0,0.0,0.0
7149,0.0,1.0,0.0,0.0
7150,0.0,1.0,0.0,0.0
7151,0.0,0.508,0.492,0.4404
7152,0.0,0.0,1.0,0.4926
7153,0.0,1.0,0.0,0.0
7154,0.0,0.0,1.0,0.4019
7155,0.0,1.0,0.0,0.0
7156,0.0,0.448,0.552,0.8118
7157,0.0,1.0,0.0,0.0
7158,0.0,1.0,0.0,0.0
7159,0.0,0.811,0.189,0.4215
7160,0.0,0.644,0.356,0.7351
7161,0.058,0.862,0.08,0.1759
7162,0.0,1.0,0.0,0.0
7163,0.0,0.714,0.286,0.34
7164,0.0,1.0,0.0,0.0
7165,0.0,0.527,0.473,0.8399
7166,0.0,1.0,0.0,0.0
7167,0.0,0.732,0.268,0.296
7168,0.0,1.0,0.0,0.0
7169,0.0,1.0,0.0,0.0
7170,0.0,1.0,0.0,0.0
7171,0.0,1.0,0.0,0.0
7172,0.066,0.732,0.202,0.5974
7173,0.0,0.0,1.0,0.3182
7174,0.0,1.0,0.0,0.0
7175,0.2,0.8,0.0,-0.128
7176,0.0,0.58,0.42,0.4404
7177,0.0,1.0,0.0,0.0
7178,0.0,0.913,0.087,0.296
7179,0.055,0.945,0.0,-0.1027
7180,0.0,1.0,0.0,0.0
7181,0.0,0.826,0.174,0.2732
7182,0.0,0.256,0.744,0.7003
7183,0.0,1.0,0.0,0.0
7184,0.0,1.0,0.0,0.0
7185,0.144,0.678,0.178,0.2911
7186,0.088,0.852,0.06,-0.2263
7187,0.0,1.0,0.0,0.0
7188,0.0,0.0,1.0,0.4019
7189,0.0,1.0,0.0,0.0
7190,0.0,1.0,0.0,0.0
7191,0.072,0.556,0.373,0.8481
7192,0.0,0.827,0.173,0.5499
7193,0.082,0.39,0.528,0.927
7194,0.0,0.769,0.231,0.2732
7195,0.0,0.843,0.157,0.4215
7196,0.0,1.0,0.0,0.0
7197,0.0,1.0,0.0,0.0
7198,0.0,0.889,0.111,0.3089
7199,0.0,0.25,0.75,0.4588
7200,0.0,1.0,0.0,0.0
7201,0.0,0.822,0.178,0.6369
7202,0.0,1.0,0.0,0.0
7203,0.246,0.754,0.0,-0.2411
7204,0.057,0.83,0.113,0.5346
7205,0.203,0.169,0.627,0.5423
7206,0.0,0.358,0.642,0.5551
7207,0.0,0.256,0.744,0.4404
7208,0.0,1.0,0.0,0.0
7209,0.314,0.545,0.141,-0.7003
7210,0.0,1.0,0.0,0.0
7211,0.187,0.813,0.0,-0.3182
7212,0.0,0.0,1.0,0.4019
7213,0.0,1.0,0.0,0.0
7214,0.0,0.471,0.529,0.6696
7215,0.0,1.0,0.0,0.0
7216,0.0,1.0,0.0,0.0
7217,0.0,0.494,0.506,0.6249
7218,0.0,1.0,0.0,0.0
7219,0.0,1.0,0.0,0.0
7220,0.0,0.667,0.333,0.5411
7221,0.0,1.0,0.0,0.0
7222,0.0,1.0,0.0,0.0
7223,0.0,1.0,0.0,0.0
7224,0.0,0.417,0.583,0.4215
7225,0.0,0.0,1.0,0.4019
7226,0.0,0.564,0.436,0.7339
7227,0.762,0.238,0.0,-0.4939
7228,0.0,1.0,0.0,0.0
7229,0.0,0.0,1.0,0.4019
7230,0.0,0.714,0.286,0.4215
7231,0.0,1.0,0.0,0.0
7232,0.0,0.0,1.0,0.3182
7233,0.0,0.645,0.355,0.296
7234,0.0,0.0,1.0,0.4767
7235,0.265,0.735,0.0,-0.5574
7236,0.0,0.667,0.333,0.7888
7237,0.0,1.0,0.0,0.0
7238,0.0,1.0,0.0,0.0
7239,0.0,0.856,0.144,0.4019
7240,0.247,0.753,0.0,-0.3182
7241,0.0,1.0,0.0,0.0
7242,0.396,0.604,0.0,-0.3862
7243,0.0,0.526,0.474,0.2023
7244,0.0,0.0,1.0,0.4215
7245,0.0,0.773,0.227,0.7749
7246,0.0,1.0,0.0,0.0
7247,0.0,0.627,0.373,0.9062
7248,0.0,0.726,0.274,0.5647
7249,0.0,1.0,0.0,0.0
7250,0.0,1.0,0.0,0.0
7251,0.0,0.85,0.15,0.4003
7252,0.0,0.591,0.409,0.9387
7253,1.0,0.0,0.0,-0.296
7254,0.0,1.0,0.0,0.0
7255,0.0,0.714,0.286,0.4215
7256,0.0,1.0,0.0,0.0
7257,0.0,1.0,0.0,0.0
7258,0.0,1.0,0.0,0.0
7259,0.211,0.789,0.0,-0.1531
7260,0.0,0.0,1.0,0.3182
7261,0.0,0.0,1.0,0.296
7262,0.0,0.756,0.244,0.7503
7263,0.083,0.564,0.353,0.8416
7264,0.0,0.859,0.141,0.0387
7265,0.0,0.295,0.705,0.3382
7266,0.04,0.682,0.278,0.9052
7267,0.0,1.0,0.0,0.0
7268,0.0,0.759,0.241,0.5859
7269,0.0,1.0,0.0,0.0
7270,0.0,0.303,0.697,0.3182
7271,0.0,1.0,0.0,0.0
7272,0.0,0.358,0.642,0.5562
7273,0.0,0.872,0.128,0.296
7274,0.0,1.0,0.0,0.0
7275,0.0,0.749,0.251,0.8658
